article_id,fetched_at_utc,source_id,publisher_name,source_type,country_iso3,language,tier,title,summary,url,published_at,primary_dclo_domain,dclo_confidence,ACC_score,SKL_score,SRV_score,AGR_score,ECO_score,OUT_score,matched_keywords_json,secondary_dclo_domains_json
30dacaebf831ec2b5eac2a78,2026-09-25T01:16:21.381770+00:00,gn_japan_ja,Google News Japan (Japanese),google_news_rss,JPN,ja,regional_language,さくらインターネットのスパコンを支える「研究所」とは？ 「自由な研究」が生み出す、研究と事業の好循環 - ITmedia,さくらインターネットのスパコンを支える「研究所」とは？ 「自由な研究」が生み出す、研究と事業の好循環 &nbsp;&nbsp; ITmedia,https://news.google.com/rss/articles/CBMiakFVX3lxTFB5bDRGdWg2bzB3UkxmQmFPbnFPRFFVX1FiQVJrNW1YUzVLbTZGQjZZM1B3czJ3SDJmNEtyX05DOTJjU0pwU2hPY3JXemkyaHRSUFhVSFY3SzZGSThndDQtTF9oeGFCcTNrNGc?oc=5,2026-09-25T00:50:50+00:00,ACC,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"{""ACC"": [""ja:インターネット""], ""SKL"": [], ""SRV"": [], ""AGR"": [], ""ECO"": [], ""OUT"": []}",[]
d308614b30bfd436e1e0b815,2026-09-25T01:16:21.381770+00:00,gn_china_zh,Google News China (Chinese),google_news_rss,CHN,zh,regional_language,先惠技术：融资净买入252.42万元，融资余额3.51亿元 - 东方财富,先惠技术：融资净买入252.42万元，融资余额3.51亿元 &nbsp;&nbsp; 东方财富,https://news.google.com/rss/articles/CBMiZkFVX3lxTE1jRTVMUEgwb3pNM1JNS09OUEtRZDlpZnZDMnVOallVb0E2MlRmU2tma3RCYWpqUEhPVGRJQ1JITzk0alJOeWtMYkhSQXh1emJVSHNsb2F2T1RrdEhMNndJT0Z4LVBGdw?oc=5,2026-09-25T00:48:50+00:00,UNMAPPED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""ACC"": [], ""SKL"": [], ""SRV"": [], ""AGR"": [], ""ECO"": [], ""OUT"": []}",[]
decb15ab23726fde785b9ce1,2026-09-25T01:16:21.381770+00:00,gn_japan_ja,Google News Japan (Japanese),google_news_rss,JPN,ja,regional_language,オープンＡＩ、最新版サイバー特化モデルを近く公開へ＝報道 - Reuters,オープンＡＩ、最新版サイバー特化モデルを近く公開へ＝報道 &nbsp;&nbsp; Reuters,https://news.google.com/rss/articles/CBMifkFVX3lxTE53TDA5cUt0b1NGdGozeWZHaGRjVXY3dHFxZUgxT2xfMXE0LUxRVDVOekpCcUtPZTRTQzNVYklfWnBHNzBtRjR3OUFabW9hbElnaUVkaW5zRUYwYTR1cHVhMHlsVzh5SDRpcGNHdE1Mc2dQTEJoLUcweU5ZaEU0Zw?oc=5,2026-09-25T00:48:00+00:00,UNMAPPED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""ACC"": [], ""SKL"": [], ""SRV"": [], ""AGR"": [], ""ECO"": [], ""OUT"": []}",[]
316c629471e6b410ec136432,2026-09-25T01:16:21.381770+00:00,gn_china_zh,Google News China (Chinese),google_news_rss,CHN,zh,regional_language,惠通科技：尼龙66熔体直纺短纤技术、长丝级切片技术已完成相关技术验证目前处于市场推广阶段 - 东方财富,惠通科技：尼龙66熔体直纺短纤技术、长丝级切片技术已完成相关技术验证目前处于市场推广阶段 &nbsp;&nbsp; 东方财富,https://news.google.com/rss/articles/CBMiY0FVX3lxTFBHZU9sZWhLMmNMZTY4U2JqeURRX2tSRjF0V2lETjZyeFRJTEkxbmNHM1FOLU41dUJDbGJoV1BJUnplNDdNN1BDQWxnMHJzenhiVnBJX205OUZRT21pQ3c3MEQ2NA?oc=5,2026-09-25T00:47:37+00:00,UNMAPPED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""ACC"": [], ""SKL"": [], ""SRV"": [], ""AGR"": [], ""ECO"": [], ""OUT"": []}",[]
3e0d0b03958b4425322e7fb8,2026-09-25T01:16:21.381770+00:00,gn_saudi_ar,Google News Saudi Arabia (Arabic),google_news_rss,SAU,ar,regional_language,صناعة التسوق المباشر في الصين تواجه تباطؤًا وتهديدًا من الذكاء الاصطناعي - IDNFinancials,صناعة التسوق المباشر في الصين تواجه تباطؤًا وتهديدًا من الذكاء الاصطناعي &nbsp;&nbsp; IDNFinancials,https://news.google.com/rss/articles/CBMi1ARBVV95cUxOb0F5WjZoZzJWckRPUnBwaEUyaldJSVh0MzQ5aFRabVQtNEFabl9IODJyOTV3aTI5ZE0wcW52RXJITlNFOHZPel9UUzJOTFZrbmxOUmdoMW94dVplSWtsb0s5RUV2RG1CTEFxTU9xVDBTbFByYVQ1SzlIdlVuLWFBYlpSSUN3UTlfSlZab0FhXzBVTkFsYUJGQzFvTEdCVE15d0JiZ0NnTkJLSXJMazh5Q1Axd0g0TjlFaGdBNUJMZUo1djlVemJRdmsyZktqNU5wa1V1VnRRLXhJQkhrNGt2RUQ5OUVacmdreEJ6SG81ZTFadV9KZFptcFpxZnVjbENqdU9WbEVwTktFNHdQaUFMQ05Ya1BHZFBvYm9Sa0dVSnRESUVOanVYbDlFb3lmc1FNWkhza2hNeWdnS1VEQUpYc3FNeS1wOWx0Q25SVHlnMjJ2LW52ZndBSG9UX1VIMWViaXduR1QtVzVhcGN4VloxZGFob0NkcE16NTBQZFZnNk0xZ0xWdTJoeDJEc0g0U09oZWUwVmZIVVAtMktxMmFnc3Z1dXEtVXEzZkF6a0lLOHozQUw5ZDc2XzBmdkNObXRWS21WSWxhMEFtQnN1YUZVRWxfeDlkWFlxaDk0TlpQTGozUlhTVm5UT05UVXhpQWw1VTdLYXJxZEpIY1RONEozd2Z4YjRrdGhQR1ZvQ2hiWC1KOTQxZ0xpOGlmanJyWTJxV3lUWFptRE12Rmx2VDJlSWJUU2xDVkhMaE5EMDhvMW9PV3FkMXBIYldoSExHSkljX3EwNQ?oc=5,2026-09-25T00:40:00+00:00,UNMAPPED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""ACC"": [], ""SKL"": [], ""SRV"": [], ""AGR"": [], ""ECO"": [], ""OUT"": []}",[]
b274d81851bc2b0702bd7d23,2026-09-25T01:16:21.381770+00:00,al_jazeera_technology,Al Jazeera Technology,publisher_rss,QAT,en,regional,At least 41 die as boat capsizes in DRC’s Lake Tanganyika,Forty-nine passengers have been rescued and a search is under way for the missing.,https://www.aljazeera.com/news/2026/9/25/at-least-41-die-as-boat-capsizes-in-drcs-lake-tanganyika?traffic_source=rss,2026-09-25T00:38:13+00:00,UNMAPPED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""ACC"": [], ""SKL"": [], ""SRV"": [], ""AGR"": [], ""ECO"": [], ""OUT"": []}",[]
1e1f0f07c2838e57101fe231,2026-09-25T01:16:21.381770+00:00,gn_china_zh,Google News China (Chinese),google_news_rss,CHN,zh,regional_language,行业洞见｜GalenGrowth：数字医疗进入“证据为王”时代，从讲故事到证明价值 - ageclub.net,行业洞见｜GalenGrowth：数字医疗进入“证据为王”时代，从讲故事到证明价值 &nbsp;&nbsp; ageclub.net,https://news.google.com/rss/articles/CBMiVEFVX3lxTFBHaXloS3hqWTdOQm5pSEJLbjNxN2NsV1JoQS15V0YwRDVsWlVMTUFFd0k3anI4RGN0dlBHM3AzeFlFN3NhUkYxb2NMalY0LWFKZHJ4eg?oc=5,2026-09-25T00:36:32+00:00,UNMAPPED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""ACC"": [], ""SKL"": [], ""SRV"": [], ""AGR"": [], ""ECO"": [], ""OUT"": []}",[]
446fc092ea55492ede1f1c82,2026-09-25T01:16:21.381770+00:00,al_jazeera_technology,Al Jazeera Technology,publisher_rss,QAT,en,regional,Brazil’s Lula and Flavio Bolsonaro still essentially tied in new poll,"Luiz Inacio Lula da Silva is up two points, but that&#039;s still within the poll&#039;s margin of error.",https://www.aljazeera.com/news/2026/9/25/brazils-lula-and-flavio-bolsonaro-still-essentially-tied-in-new-poll?traffic_source=rss,2026-09-25T00:35:51+00:00,UNMAPPED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""ACC"": [], ""SKL"": [], ""SRV"": [], ""AGR"": [], ""ECO"": [], ""OUT"": []}",[]
1c1f5c681ee0d7f09196dd35,2026-09-25T01:16:21.381770+00:00,gn_india_hi,Google News India (Hindi),google_news_rss,IND,hi,regional_language,"नागरिकों और व्यवसायों को सेवाएं प्रदान करने की प्रभावशीलता को मानदंड मानते हुए, डिजिटलीकरण को गति दें। - vietnam.vn","नागरिकों और व्यवसायों को सेवाएं प्रदान करने की प्रभावशीलता को मानदंड मानते हुए, डिजिटलीकरण को गति दें। &nbsp;&nbsp; vietnam.vn",https://news.google.com/rss/articles/CBMinwFBVV95cUxNVXBBS1ZoMU1udnRFZDMzUG9KbDk0WG01ZVhrRS1qVlZ5elhLNnF3aGw1cGNnb1ZtMEd1S2Vfdk50RzNzRS1HZmNYMmxpM0tjNE9OdDJlRDVCZnNpU2xGbFpzVjV0TGl4aVBpcjdvejNaSDl3RDYxYkhUbmNreEg2dW4xRXZiZnFTT0c1VHZaN0t6S0MxeEhlcnRKUHRaS1E?oc=5,2026-09-25T00:27:47+00:00,UNMAPPED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""ACC"": [], ""SKL"": [], ""SRV"": [], ""AGR"": [], ""ECO"": [], ""OUT"": []}",[]
1da8eee53b5c33d22f764e2a,2026-09-25T01:16:21.381770+00:00,al_jazeera_technology,Al Jazeera Technology,publisher_rss,QAT,en,regional,UAE bars Iranian airlines as US sanctions squeeze Iran’s aviation sector,"UAE joins Oman, Iraq, Azerbaijan, Georgia and Turkmenistan in restricting access to Iranian airlines.",https://www.aljazeera.com/economy/2026/9/25/uae-bars-iranian-airlines-as-us-sanctions-squeeze-irans-aviation-sector?traffic_source=rss,2026-09-25T00:24:47+00:00,UNMAPPED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""ACC"": [], ""SKL"": [], ""SRV"": [], ""AGR"": [], ""ECO"": [], ""OUT"": []}",[]
49ae2907c3a026ebf2d83594,2026-09-25T01:16:21.381770+00:00,al_jazeera_technology,Al Jazeera Technology,publisher_rss,QAT,en,regional,Argentina’s poverty rises to 32 percent under Milei with more pain forecast,A 4.1-percentage-point rise in poverty in the first half of 2026 could be bad news for Milei&#039;s re-election bid.,https://www.aljazeera.com/news/2026/9/25/argentinas-poverty-rises-to-32-percent-under-milei-with-more-pain-forecast?traffic_source=rss,2026-09-25T00:23:24+00:00,UNMAPPED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""ACC"": [], ""SKL"": [], ""SRV"": [], ""AGR"": [], ""ECO"": [], ""OUT"": []}",[]
9c8c6798c1d67dd8d0cbb627,2026-09-25T01:16:21.381770+00:00,gn_germany_de,Google News Germany (German),google_news_rss,DEU,de,regional_language,Vietnam Airlines holt Visa und AWS für Digitalisierung an Bord - aeroTELEGRAPH,Vietnam Airlines holt Visa und AWS für Digitalisierung an Bord &nbsp;&nbsp; aeroTELEGRAPH,https://news.google.com/rss/articles/CBMirAFBVV95cUxOaXhaSW5yc3l2MmNvMEVQWjYyWm9lU0ZhbzY0SktHa0VHaV9aTFZiYjcySDRpeXByNW1xYWxaNlBWTkcwYXRCTVl5cWhDS1l3SEhuaFRmbDlzTHpnOWxCZVFaLWNXUE1WaFdlUUw5TXQzZldycTdqWkh5ejZQUjlRdG9FaUVMdUVtZjVQUXhOZUQxcUdQV1EyV1RpYXFVNGhaZjczS0RSZlV1clI2?oc=5,2026-09-25T00:22:00+00:00,UNMAPPED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""ACC"": [], ""SKL"": [], ""SRV"": [], ""AGR"": [], ""ECO"": [], ""OUT"": []}",[]
45efac1b1fed265b036bbf1e,2026-09-25T01:16:21.381770+00:00,gn_china_zh,Google News China (Chinese),google_news_rss,CHN,zh,regional_language,上海&深圳 | 2026瑞萨边缘AI技术研讨会双城启幕 - 电子工程专辑,上海&深圳 | 2026瑞萨边缘AI技术研讨会双城启幕 &nbsp;&nbsp; 电子工程专辑,https://news.google.com/rss/articles/CBMiU0FVX3lxTFBjcUJtOFoyaHNxSWlmdGZkdnVDamc5bGh4cllMQmk3Vl9vdTBJTFNTenN1U1pHTTBybmRLTGRPMVhsakg5YXFHU2dIbE1UeHNDQUNZ?oc=5,2026-09-25T00:20:00+00:00,UNMAPPED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""ACC"": [], ""SKL"": [], ""SRV"": [], ""AGR"": [], ""ECO"": [], ""OUT"": []}",[]
0de75ae396bf6dbeeb4c81eb,2026-09-25T01:16:21.381770+00:00,gn_brazil_pt,Google News Brazil (Portuguese),google_news_rss,BRA,pt,regional_language,"Acelerar a digitalização, utilizando a eficácia no atendimento a cidadãos e empresas como parâmetro. - Vietnam.vn","Acelerar a digitalização, utilizando a eficácia no atendimento a cidadãos e empresas como parâmetro. &nbsp;&nbsp; Vietnam.vn",https://news.google.com/rss/articles/CBMinwFBVV95cUxQQkNkcklhek1wOVdjN2E4dXU0Z0tBcE82WEF4TGcweUo5aHg3UFNOeFR6bTYxUkhJSDYyZndLdkd4SWVJdzloVVc4MFl4UmpfbFJWSGoxTW9DUlZ5cFdrZW1rVnc3V1lZSk8tbm9QRlFsMFh2aHlMaGxkQjVycUN4M210NUdRX3dZVGIzTXk0NHBLZ0FjZ2tCUEVKLTl1UFk?oc=5,2026-09-25T00:17:43+00:00,UNMAPPED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""ACC"": [], ""SKL"": [], ""SRV"": [], ""AGR"": [], ""ECO"": [], ""OUT"": []}",[]
36c6eaacf23c2af17a15979f,2026-09-25T01:16:21.381770+00:00,gn_germany_de,Google News Germany (German),google_news_rss,DEU,de,regional_language,"Die Digitalisierung beschleunigen, wobei die Effektivität der Dienstleistungen für Bürger und Unternehmen als Maßstab dient. - Vietnam.vn","Die Digitalisierung beschleunigen, wobei die Effektivität der Dienstleistungen für Bürger und Unternehmen als Maßstab dient. &nbsp;&nbsp; Vietnam.vn",https://news.google.com/rss/articles/CBMinwFBVV95cUxNWDhldkljOUpENDBkUERnaFRkZjEwMkJtNzI5cDZELXJXZ2lSVmQ1Z1Z2dHJQVEN0c29TSndfUXlqN2UyM0VxX0Nfam9CSFhFWS1UTnU3RDdZZ2hVQTNqeThCYnIxVTJ1LWNlRkJQUDVmOE5aTV9VeVUzQlhpREg3R3RNYXRlOFVVa0VXUGtGdXZ2RmM5ODQ0TVBzbkhXeEU?oc=5,2026-09-25T00:12:59+00:00,UNMAPPED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""ACC"": [], ""SKL"": [], ""SRV"": [], ""AGR"": [], ""ECO"": [], ""OUT"": []}",[]
33af0b1a016e21b11a0caf76,2026-09-25T01:16:21.381770+00:00,gn_india_hi,Google News India (Hindi),google_news_rss,IND,hi,regional_language,नवाचार और डिजिटल परिवर्तन शहरी विकास को गति प्रदान करते हैं। - vietnam.vn,नवाचार और डिजिटल परिवर्तन शहरी विकास को गति प्रदान करते हैं। &nbsp;&nbsp; vietnam.vn,https://news.google.com/rss/articles/CBMiigFBVV95cUxPQkFIZEZhTklMdThkcXAxNGNFUWpPcHdrQmZxblB5VDVNd3hMWC04NFBTMWp1ZG1kWDNEMGlVc0dtdWZsc1NFLVRoQU5FUEVjR3dwcWNiN25KQ2t6cXBsclV3SXRWT2dhZnFUOVd3NGZsbHF6bDJLSFJVbG9uZ251V1FqcXVfLVdyVEE?oc=5,2026-09-25T00:11:50+00:00,UNMAPPED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""ACC"": [], ""SKL"": [], ""SRV"": [], ""AGR"": [], ""ECO"": [], ""OUT"": []}",[]
